Name;Filt;JD;mag;recno
SN2005am;uvw2;2453434.47;17.09;       1
SN2005am;uvw2;2453438.28;16.96;       2
SN2005am;uvw2;2453438.57;17.00;       3
SN2005am;uvw2;2453438.91;17.01;       4
SN2005am;uvw2;2453439.25;17.00;       5
SN2005am;uvw2;2453439.51;17.11;       6
SN2005am;uvw2;2453439.85;17.13;       7
SN2005am;uvw2;2453441.52;17.17;       8
SN2005am;uvw2;2453441.86;17.22;       9
SN2005am;uvw2;2453442.26;17.36;      10
SN2005am;uvw2;2453443.46;17.33;      11
SN2005am;uvw2;2453443.73;17.50;      12
SN2005am;uvw2;2453444.40;17.49;      13
SN2005am;uvw2;2453444.96;17.50;      14
SN2005am;uvw2;2453445.28;17.63;      15
SN2005am;uvw2;2453445.68;17.68;      16
SN2005am;uvw2;2453446.02;17.71;      17
SN2005am;uvw2;2453446.21;17.75;      18
SN2005am;uvw2;2453446.62;17.77;      19
SN2005am;uvw2;2453446.95;17.94;      20
SN2005am;uvw2;2453447.62;17.93;      21
SN2005am;uvw2;2453447.95;17.94;      22
SN2005am;uvw2;2453448.30;18.01;      23
SN2005am;uvw2;2453452.00;18.49;      24
SN2005am;uvw2;2453452.69;18.62;      25
SN2005am;uvw2;2453453.88;18.81;      26
SN2005am;uvw2;2453454.52;18.57;      27
SN2005am;uvw2;2453454.86;18.45;      28
SN2005am;uvw2;2453455.99;18.76;      29
SN2005am;uvw2;2453456.56;18.78;      30
SN2005am;uvw2;2453457.77;18.84;      31
SN2005am;uvw2;2453462.98;19.51;      32
SN2005am;uvw2;2453464.97;19.39;      33
SN2005am;uvw2;2453466.85;19.44;      34
SN2005am;uvw2;2453470.63;19.48;      35
SN2005am;uvw2;2453482.59;19.74;      36
SN2005am;uvw2;2453507.63;20.28;      37
SN2005am;uvm2;2453434.44;18.47;      38
SN2005am;uvm2;2453438.18;18.47;      39
SN2005am;uvm2;2453438.58;18.25;      40
SN2005am;uvm2;2453438.92;18.20;      41
SN2005am;uvm2;2453439.26;18.20;      42
SN2005am;uvm2;2453441.53;18.25;      43
SN2005am;uvm2;2453441.87;18.41;      44
SN2005am;uvm2;2453442.27;18.16;      45
SN2005am;uvm2;2453443.46;18.26;      46
SN2005am;uvm2;2453443.74;18.33;      47
SN2005am;uvm2;2453444.41;18.48;      48
SN2005am;uvm2;2453444.96;17.93;      49
SN2005am;uvm2;2453445.29;18.46;      50
SN2005am;uvm2;2453445.69;18.38;      51
SN2005am;uvm2;2453446.02;18.20;      52
SN2005am;uvm2;2453446.22;18.43;      53
SN2005am;uvm2;2453446.62;18.40;      54
SN2005am;uvm2;2453446.96;18.40;      55
SN2005am;uvm2;2453447.63;18.61;      56
SN2005am;uvm2;2453447.96;18.48;      57
SN2005am;uvm2;2453448.31;18.55;      58
SN2005am;uvm2;2453452.01;18.75;      59
SN2005am;uvm2;2453452.69;18.92;      60
SN2005am;uvm2;2453453.88;19.21;      61
SN2005am;uvm2;2453454.53;19.10;      62
SN2005am;uvm2;2453454.87;18.95;      63
SN2005am;uvm2;2453456.00;19.18;      64
SN2005am;uvm2;2453456.57;19.04;      65
SN2005am;uvm2;2453457.77;19.00;      66
SN2005am;uvm2;2453464.98;19.24;      67
SN2005am;uvm2;2453466.86;19.81;      68
SN2005am;uvm2;2453470.63;19.61;      69
SN2005am;uvm2;2453482.59;20.07;      70
SN2005am;uvm2;2453507.64;20.37;      71
SN2005am;uvw1;2453434.44;15.35;      72
SN2005am;uvw1;2453438.19;15.50;      73
SN2005am;uvw1;2453438.59;15.51;      74
SN2005am;uvw1;2453438.93;15.59;      75
SN2005am;uvw1;2453439.26;15.63;      76
SN2005am;uvw1;2453441.53;15.91;      77
SN2005am;uvw1;2453441.87;15.85;      78
SN2005am;uvw1;2453442.27;15.94;      79
SN2005am;uvw1;2453443.46;16.10;      80
SN2005am;uvw1;2453443.75;16.14;      81
SN2005am;uvw1;2453444.42;16.22;      82
SN2005am;uvw1;2453444.96;16.30;      83
SN2005am;uvw1;2453445.29;16.31;      84
SN2005am;uvw1;2453445.69;16.32;      85
SN2005am;uvw1;2453446.03;16.46;      86
SN2005am;uvw1;2453446.23;16.41;      87
SN2005am;uvw1;2453446.63;16.49;      88
SN2005am;uvw1;2453446.97;16.52;      89
SN2005am;uvw1;2453447.63;16.62;      90
SN2005am;uvw1;2453447.97;16.62;      91
SN2005am;uvw1;2453452.01;17.15;      92
SN2005am;uvw1;2453452.69;17.22;      93
SN2005am;uvw1;2453453.89;17.35;      94
SN2005am;uvw1;2453454.54;17.52;      95
SN2005am;uvw1;2453454.87;17.41;      96
SN2005am;uvw1;2453456.00;17.73;      97
SN2005am;uvw1;2453456.57;17.68;      98
SN2005am;uvw1;2453457.77;17.70;      99
SN2005am;uvw1;2453464.98;18.44;     100
SN2005am;uvw1;2453466.86;18.53;     101
SN2005am;uvw1;2453470.63;18.58;     102
SN2005am;uvw1;2453482.60;19.08;     103
SN2005am;uvw1;2453507.64;19.69;     104
SN2005cf;uvw2;2453525.54;17.79;     105
SN2005cf;uvw2;2453526.55;17.53;     106
SN2005cf;uvw2;2453527.55;17.33;     107
SN2005cf;uvw2;2453530.43;16.91;     108
SN2005cf;uvw2;2453530.76;16.94;     109
SN2005cf;uvw2;2453531.97;16.85;     110
SN2005cf;uvw2;2453533.04;16.83;     111
SN2005cf;uvw2;2453538.25;17.15;     112
SN2005cf;uvw2;2453538.74;17.07;     113
SN2005cf;uvw2;2453542.14;17.39;     114
SN2005cf;uvw2;2453543.70;17.47;     115
SN2005cf;uvw2;2453548.26;18.06;     116
SN2005cf;uvw2;2453550.51;18.20;     117
SN2005cf;uvw2;2453575.96;19.77;     118
SN2005cf;uvm2;2453525.55;19.69;     119
SN2005cf;uvm2;2453526.55;20.00;     120
SN2005cf;uvm2;2453527.55;19.45;     121
SN2005cf;uvm2;2453530.44;18.76;     122
SN2005cf;uvm2;2453530.77;19.26;     123
SN2005cf;uvm2;2453531.97;18.36;     124
SN2005cf;uvm2;2453533.05;18.50;     125
SN2005cf;uvm2;2453538.26;18.32;     126
SN2005cf;uvm2;2453538.74;18.31;     127
SN2005cf;uvm2;2453542.15;18.47;     128
SN2005cf;uvm2;2453543.70;18.58;     129
SN2005cf;uvm2;2453548.26;18.62;     130
SN2005cf;uvm2;2453550.51;18.92;     131
SN2005cf;uvm2;2453564.32;19.76;     132
SN2005cf;uvm2;2453575.97;20.30;     133
SN2005cf;uvw1;2453525.55;16.34;     134
SN2005cf;uvw1;2453526.55;15.91;     135
SN2005cf;uvw1;2453527.56;15.58;     136
SN2005cf;uvw1;2453530.44;15.18;     137
SN2005cf;uvw1;2453530.77;15.10;     138
SN2005cf;uvw1;2453531.97;15.10;     139
SN2005cf;uvw1;2453533.05;15.13;     140
SN2005cf;uvw1;2453538.26;15.39;     141
SN2005cf;uvw1;2453538.74;15.44;     142
SN2005cf;uvw1;2453542.15;15.83;     143
SN2005cf;uvw1;2453543.77;16.03;     144
SN2005cf;uvw1;2453548.27;16.63;     145
SN2005cf;uvw1;2453550.52;16.96;     146
SN2005cf;uvw1;2453564.33;18.17;     147
SN2005cf;uvw1;2453575.97;18.60;     148
SN2005cf;u   ;2453525.55;14.46;     149
SN2005cf;u   ;2453526.56;14.07;     150
SN2005cf;u   ;2453527.56;13.81;     151
SN2005cf;u   ;2453530.44;13.42;     152
SN2005cf;u   ;2453530.77;13.45;     153
SN2005cf;u   ;2453531.98;13.39;     154
SN2005cf;u   ;2453548.27;15.03;     155
SN2005cf;u   ;2453550.52;15.37;     156
SN2005cf;u   ;2453564.33;16.65;     157
SN2005cf;u   ;2453575.17;17.25;     158
SN2005cf;b   ;2453525.55;14.26;     159
SN2005cf;b   ;2453526.56;14.16;     160
SN2005cf;b   ;2453527.56;13.91;     161
SN2005cf;b   ;2453530.44;13.65;     162
SN2005cf;b   ;2453530.77;13.64;     163
SN2005cf;b   ;2453531.98;13.59;     164
SN2005cf;b   ;2453548.27;14.64;     165
SN2005cf;b   ;2453550.52;14.90;     166
SN2005cf;b   ;2453564.33;16.06;     167
SN2005cf;b   ;2453575.17;16.64;     168
SN2005cf;v   ;2453525.54;14.32;     169
SN2005cf;v   ;2453526.55;14.12;     170
SN2005cf;v   ;2453527.55;13.98;     171
SN2005cf;v   ;2453530.43;13.69;     172
SN2005cf;v   ;2453530.77;13.66;     173
SN2005cf;v   ;2453531.97;13.62;     174
SN2005cf;v   ;2453533.05;13.57;     175
SN2005cf;v   ;2453538.26;13.54;     176
SN2005cf;v   ;2453538.74;13.60;     177
SN2005cf;v   ;2453542.15;13.67;     178
SN2005cf;v   ;2453543.70;13.73;     179
SN2005cf;v   ;2453548.26;14.04;     180
SN2005cf;v   ;2453550.51;14.20;     181
SN2005cf;v   ;2453564.32;14.89;     182
SN2005cf;v   ;2453575.16;15.55;     183
SN2005cs;uvw2;2453552.38;13.10;     184
SN2005cs;uvw2;2453555.06;14.16;     185
SN2005cs;uvw2;2453557.27;15.00;     186
SN2005cs;uvw2;2453557.87;15.26;     187
SN2005cs;uvw2;2453558.80;15.79;     188
SN2005cs;uvw2;2453560.01;16.59;     189
SN2005cs;uvw2;2453560.62;16.78;     190
SN2005cs;uvw2;2453561.96;17.58;     191
SN2005cs;uvw2;2453562.83;17.96;     192
SN2005cs;uvw2;2453564.44;17.72;     193
SN2005cs;uvw2;2453564.50;17.85;     194
SN2005cs;uvw2;2453565.50;17.93;     195
SN2005cs;uvw2;2453568.52;18.03;     196
SN2005cs;uvw2;2453573.54;18.07;     197
SN2005cs;uvw2;2453584.14;18.06;     198
SN2005cs;uvw2;2453628.46;18.15;     199
SN2005cs;uvm2;2453552.39;12.65;     200
SN2005cs;uvm2;2453557.28;14.85;     201
SN2005cs;uvm2;2453557.88;15.16;     202
SN2005cs;uvm2;2453558.81;15.76;     203
SN2005cs;uvm2;2453560.02;16.58;     204
SN2005cs;uvm2;2453560.63;16.97;     205
SN2005cs;uvm2;2453561.96;17.48;     206
SN2005cs;uvm2;2453562.83;17.42;     207
SN2005cs;uvm2;2453564.51;17.76;     208
SN2005cs;uvm2;2453565.51;17.90;     209
SN2005cs;uvm2;2453568.52;17.88;     210
SN2005cs;uvm2;2453573.55;17.83;     211
SN2005cs;uvm2;2453628.47;18.02;     212
SN2005cs;uvw1;2453552.39;12.79;     213
SN2005cs;uvw1;2453557.28;14.34;     214
SN2005cs;uvw1;2453557.88;14.54;     215
SN2005cs;uvw1;2453558.81;14.90;     216
SN2005cs;uvw1;2453560.03;15.49;     217
SN2005cs;uvw1;2453560.63;15.80;     218
SN2005cs;uvw1;2453561.96;16.26;     219
SN2005cs;uvw1;2453562.83;16.30;     220
SN2005cs;uvw1;2453564.51;16.67;     221
SN2005cs;uvw1;2453565.51;16.91;     222
SN2005cs;uvw1;2453568.53;17.10;     223
SN2005cs;uvw1;2453573.55;17.69;     224
SN2005cs;uvw1;2453628.48;17.91;     225
SN2005df;uvw2;2453592.65;16.01;     226
SN2005df;uvw2;2453593.76;15.94;     227
SN2005df;uvw2;2453594.76;15.70;     228
SN2005df;uvw2;2453595.59;15.74;     229
SN2005df;uvw2;2453597.60;15.67;     230
SN2005df;uvw2;2453599.24;15.62;     231
SN2005df;uvw2;2453600.28;15.53;     232
SN2005df;uvw2;2453601.05;15.68;     233
SN2005df;uvw2;2453601.62;15.67;     234
SN2005df;uvw2;2453610.99;16.48;     235
SN2005df;uvw2;2453621.11;17.32;     236
SN2005df;uvw2;2453625.37;17.58;     237
SN2005df;uvw2;2453629.59;17.83;     238
SN2005df;uvw2;2453633.96;17.98;     239
SN2005df;uvw2;2453655.62;18.68;     240
SN2005df;uvw2;2453673.75;19.18;     241
SN2005df;uvm2;2453592.65;17.55;     242
SN2005df;uvm2;2453593.76;17.56;     243
SN2005df;uvm2;2453594.76;17.25;     244
SN2005df;uvm2;2453595.59;17.14;     245
SN2005df;uvm2;2453597.60;17.00;     246
SN2005df;uvm2;2453599.25;16.88;     247
SN2005df;uvm2;2453600.28;16.90;     248
SN2005df;uvm2;2453601.05;16.81;     249
SN2005df;uvm2;2453601.62;17.11;     250
SN2005df;uvm2;2453610.99;17.32;     251
SN2005df;uvm2;2453621.12;17.92;     252
SN2005df;uvm2;2453625.38;18.16;     253
SN2005df;uvm2;2453633.93;18.72;     254
SN2005df;uvm2;2453655.62;18.87;     255
SN2005df;uvm2;2453673.75;19.21;     256
SN2005df;uvw1;2453592.66;14.35;     257
SN2005df;uvw1;2453593.76;14.19;     258
SN2005df;uvw1;2453594.77;14.03;     259
SN2005df;uvw1;2453595.60;13.98;     260
SN2005df;uvw1;2453597.61;13.92;     261
SN2005df;uvw1;2453600.29;13.96;     262
SN2005df;uvw1;2453601.62;14.05;     263
SN2005df;uvw1;2453611.00;15.01;     264
SN2005df;uvw1;2453621.12;16.13;     265
SN2005df;uvw1;2453637.05;17.01;     266
SN2005df;uvw1;2453655.63;17.38;     267
SN2005df;uvw1;2453673.75;18.00;     268
SN2005df;uvw1;2453711.64;18.88;     269
SN2005hk;uvw2;2453678.28;18.28;     270
SN2005hk;uvw2;2453680.93;18.44;     271
SN2005hk;uvw2;2453683.55;18.69;     272
SN2005hk;uvw2;2453688.87;19.24;     273
SN2005hk;uvw2;2453691.12;19.57;     274
SN2005hk;uvw2;2453694.62;20.40;     275
SN2005hk;uvw2;2453697.91;20.85;     276
SN2005hk;uvw2;2453702.86;20.89;     277
SN2005hk;uvw2;2453705.91;20.98;     278
SN2005hk;uvw2;2453707.95;21.10;     279
SN2005hk;uvw2;2453712.57;20.94;     280
SN2005hk;uvw2;2453716.07;21.04;     281
SN2005hk;uvw2;2453718.22;21.07;     282
SN2005hk;uvw2;2453726.31;21.09;     283
SN2005hk;uvw2;2453744.88;20.98;     284
SN2005hk;uvm2;2453678.26;18.57;     285
SN2005hk;uvm2;2453680.94;18.65;     286
SN2005hk;uvm2;2453683.55;19.26;     287
SN2005hk;uvm2;2453688.88;19.93;     288
SN2005hk;uvm2;2453691.12;19.93;     289
SN2005hk;uvm2;2453694.62;20.47;     290
SN2005hk;uvm2;2453697.92;20.34;     291
SN2005hk;uvm2;2453702.87;20.44;     292
SN2005hk;uvw1;2453678.27;16.97;     293
SN2005hk;uvw1;2453680.97;16.96;     294
SN2005hk;uvw1;2453683.55;17.02;     295
SN2005hk;uvw1;2453688.88;17.78;     296
SN2005hk;uvw1;2453691.12;18.18;     297
SN2005hk;uvw1;2453694.63;18.75;     298
SN2005hk;uvw1;2453697.92;19.40;     299
SN2005hk;uvw1;2453702.87;20.35;     300
SN2005hk;uvw1;2453705.92;20.51;     301
SN2005hk;uvw1;2453707.96;20.44;     302
SN2005hk;uvw1;2453712.57;20.48;     303
SN2005hk;uvw1;2453718.23;20.55;     304
SN2005hk;uvw1;2453744.88;20.37;     305
SN2005hk;u   ;2453678.27;15.49;     306
SN2005hk;u   ;2453681.75;15.50;     307
SN2005hk;u   ;2453688.88;16.12;     308
SN2005hk;u   ;2453691.12;16.50;     309
SN2005hk;u   ;2453694.63;17.01;     310
SN2005hk;u   ;2453697.92;17.75;     311
SN2005hk;u   ;2453702.88;18.66;     312
SN2005hk;u   ;2453705.92;18.88;     313
SN2005hk;u   ;2453707.96;19.19;     314
SN2005hk;u   ;2453712.58;19.09;     315
SN2005hk;u   ;2453718.23;19.51;     316
SN2005hk;u   ;2453744.89;19.70;     317
SN2005hk;b   ;2453678.27;16.30;     318
SN2005hk;b   ;2453681.75;15.98;     319
SN2005hk;b   ;2453688.88;15.99;     320
SN2005hk;b   ;2453691.12;16.33;     321
SN2005hk;b   ;2453694.63;16.66;     322
SN2005hk;b   ;2453697.92;17.22;     323
SN2005hk;b   ;2453702.88;17.84;     324
SN2005hk;b   ;2453705.92;18.15;     325
SN2005hk;b   ;2453707.97;18.33;     326
SN2005hk;b   ;2453712.58;18.45;     327
SN2005hk;b   ;2453718.23;18.86;     328
SN2005hk;b   ;2453744.89;19.05;     329
SN2005hk;v   ;2453678.26;16.39;     330
SN2005hk;v   ;2453680.93;16.06;     331
SN2005hk;v   ;2453683.54;15.91;     332
SN2005hk;v   ;2453688.87;15.70;     333
SN2005hk;v   ;2453691.12;15.72;     334
SN2005hk;v   ;2453694.62;15.84;     335
SN2005hk;v   ;2453697.92;16.13;     336
SN2005hk;v   ;2453702.87;16.52;     337
SN2005hk;v   ;2453705.92;16.76;     338
SN2005hk;v   ;2453707.95;16.92;     339
SN2005hk;v   ;2453712.57;17.08;     340
SN2005hk;v   ;2453718.23;17.29;     341
SN2005hk;v   ;2453744.88;17.89;     342
SN2005ke;uvw2;2453689.28;20.51;     343
SN2005ke;uvw2;2453691.12;19.69;     344
SN2005ke;uvw2;2453692.26;19.06;     345
SN2005ke;uvw2;2453693.43;18.93;     346
SN2005ke;uvw2;2453693.69;18.82;     347
SN2005ke;uvw2;2453695.67;18.56;     348
SN2005ke;uvw2;2453696.68;18.59;     349
SN2005ke;uvw2;2453697.25;18.40;     350
SN2005ke;uvw2;2453697.85;18.39;     351
SN2005ke;uvw2;2453698.99;18.41;     352
SN2005ke;uvw2;2453701.26;18.33;     353
SN2005ke;uvw2;2453703.77;18.72;     354
SN2005ke;uvw2;2453705.42;18.73;     355
SN2005ke;uvw2;2453706.85;19.29;     356
SN2005ke;uvw2;2453708.69;19.50;     357
SN2005ke;uvw2;2453712.91;19.84;     358
SN2005ke;uvw2;2453714.15;19.91;     359
SN2005ke;uvw2;2453714.99;19.99;     360
SN2005ke;uvw2;2453716.66;19.91;     361
SN2005ke;uvw2;2453719.55;20.32;     362
SN2005ke;uvw2;2453722.69;19.99;     363
SN2005ke;uvw2;2453724.90;20.02;     364
SN2005ke;uvw2;2453726.18;20.14;     365
SN2005ke;uvw2;2453727.02;20.18;     366
SN2005ke;uvw2;2453728.52;20.14;     367
SN2005ke;uvw2;2453730.33;20.21;     368
SN2005ke;uvw2;2453734.50;20.46;     369
SN2005ke;uvw2;2453739.83;20.40;     370
SN2005ke;uvw2;2453747.10;21.14;     371
SN2005ke;uvw2;2453757.14;21.18;     372
SN2005ke;uvw2;2453765.65;21.22;     373
SN2005ke;uvm2;2453689.25;20.93;     374
SN2005ke;uvm2;2453690.89;19.83;     375
SN2005ke;uvm2;2453692.37;19.43;     376
SN2005ke;uvm2;2453693.44;19.65;     377
SN2005ke;uvm2;2453693.69;19.41;     378
SN2005ke;uvm2;2453695.67;19.51;     379
SN2005ke;uvm2;2453696.68;18.95;     380
SN2005ke;uvm2;2453697.25;19.02;     381
SN2005ke;uvm2;2453697.85;19.14;     382
SN2005ke;uvm2;2453698.99;18.81;     383
SN2005ke;uvm2;2453701.27;18.79;     384
SN2005ke;uvm2;2453703.78;19.09;     385
SN2005ke;uvm2;2453705.42;19.28;     386
SN2005ke;uvm2;2453706.86;19.75;     387
SN2005ke;uvm2;2453708.70;19.70;     388
SN2005ke;uvm2;2453712.92;19.80;     389
SN2005ke;uvm2;2453714.16;19.61;     390
SN2005ke;uvm2;2453714.99;19.95;     391
SN2005ke;uvm2;2453716.67;19.79;     392
SN2005ke;uvm2;2453722.90;19.67;     393
SN2005ke;uvm2;2453724.91;19.66;     394
SN2005ke;uvm2;2453726.19;19.55;     395
SN2005ke;uvm2;2453727.02;19.70;     396
SN2005ke;uvm2;2453728.53;19.72;     397
SN2005ke;uvw1;2453689.26;18.98;     398
SN2005ke;uvw1;2453690.89;17.90;     399
SN2005ke;uvw1;2453692.37;17.68;     400
SN2005ke;uvw1;2453693.44;17.44;     401
SN2005ke;uvw1;2453693.69;17.49;     402
SN2005ke;uvw1;2453695.68;17.21;     403
SN2005ke;uvw1;2453696.69;17.14;     404
SN2005ke;uvw1;2453697.26;17.12;     405
SN2005ke;uvw1;2453697.86;17.08;     406
SN2005ke;uvw1;2453699.00;17.02;     407
SN2005ke;uvw1;2453701.27;17.21;     408
SN2005ke;uvw1;2453703.78;17.44;     409
SN2005ke;uvw1;2453705.43;17.72;     410
SN2005ke;uvw1;2453706.86;17.97;     411
SN2005ke;uvw1;2453708.71;18.13;     412
SN2005ke;uvw1;2453712.92;18.54;     413
SN2005ke;uvw1;2453714.16;18.62;     414
SN2005ke;uvw1;2453714.83;18.62;     415
SN2005ke;uvw1;2453716.77;18.60;     416
SN2005ke;uvw1;2453719.55;18.90;     417
SN2005ke;uvw1;2453722.03;18.77;     418
SN2005ke;uvw1;2453724.91;18.79;     419
SN2005ke;uvw1;2453726.19;18.81;     420
SN2005ke;uvw1;2453727.02;18.72;     421
SN2005ke;uvw1;2453728.13;18.77;     422
SN2005ke;uvw1;2453730.07;18.78;     423
SN2005ke;uvw1;2453734.51;19.01;     424
SN2005ke;uvw1;2453739.84;19.05;     425
SN2005ke;uvw1;2453747.10;19.13;     426
SN2005ke;uvw1;2453757.15;19.62;     427
SN2005ke;uvw1;2453765.66;19.95;     428
SN2005ke;uvw1;2453796.41;20.74;     429
SN2005ke;uvw1;2453800.14;20.88;     430
SN2005ke;u   ;2453689.26;17.01;     431
SN2005ke;u   ;2453690.89;16.14;     432
SN2005ke;u   ;2453692.37;15.80;     433
SN2005ke;u   ;2453693.44;15.76;     434
SN2005ke;u   ;2453693.69;15.61;     435
SN2005ke;u   ;2453695.68;15.55;     436
SN2005ke;u   ;2453696.69;15.54;     437
SN2005ke;u   ;2453697.26;15.54;     438
SN2005ke;u   ;2453697.86;15.50;     439
SN2005ke;u   ;2453699.00;15.55;     440
SN2005ke;u   ;2453701.27;15.71;     441
SN2005ke;u   ;2453703.78;16.09;     442
SN2005ke;u   ;2453705.43;16.36;     443
SN2005ke;u   ;2453706.87;16.60;     444
SN2005ke;u   ;2453708.71;16.85;     445
SN2005ke;u   ;2453712.93;17.39;     446
SN2005ke;u   ;2453714.16;17.42;     447
