Name;Filt;JD;mag;recno
SN2007af;uvm2;2454204.96;19.20;    1793
SN2007af;uvm2;2454207.03;19.59;    1794
SN2007af;uvm2;2454209.28;19.49;    1795
SN2007af;uvm2;2454212.31;19.70;    1796
SN2007af;uvm2;2454214.24;19.72;    1797
SN2007af;uvm2;2454215.82;19.54;    1798
SN2007af;uvm2;2454217.79;19.73;    1799
SN2007af;uvm2;2454224.00;19.76;    1800
SN2007af;uvm2;2454226.18;19.69;    1801
SN2007af;uvm2;2454228.30;19.46;    1802
SN2007af;uvm2;2454231.98;19.90;    1803
SN2007af;uvm2;2454238.45;19.50;    1804
SN2007af;uvm2;2454241.46;19.11;    1805
SN2007af;uvm2;2454244.92;19.75;    1806
SN2007af;uvm2;2454251.82;19.85;    1807
SN2007af;uvm2;2454258.75;19.96;    1808
SN2007af;uvm2;2454269.09;19.91;    1809
SN2007af;uvm2;2454272.94;19.97;    1810
SN2007af;uvm2;2454302.17;19.96;    1811
SN2007af;uvm2;2454309.80;20.01;    1812
SN2007af;uvw1;2454162.34;17.25;    1813
SN2007af;uvw1;2454165.56;15.66;    1814
SN2007af;uvw1;2454170.16;14.76;    1815
SN2007af;uvw1;2454171.13;14.78;    1816
SN2007af;uvw1;2454172.03;14.67;    1817
SN2007af;uvw1;2454172.87;14.73;    1818
SN2007af;uvw1;2454173.54;14.71;    1819
SN2007af;uvw1;2454176.11;14.97;    1820
SN2007af;uvw1;2454177.05;15.00;    1821
SN2007af;uvw1;2454178.05;15.16;    1822
SN2007af;uvw1;2454179.06;15.22;    1823
SN2007af;uvw1;2454180.06;15.37;    1824
SN2007af;uvw1;2454181.09;15.52;    1825
SN2007af;uvw1;2454181.56;15.61;    1826
SN2007af;uvw1;2454182.86;15.80;    1827
SN2007af;uvw1;2454183.73;15.84;    1828
SN2007af;uvw1;2454184.98;16.02;    1829
SN2007af;uvw1;2454185.88;16.18;    1830
SN2007af;uvw1;2454186.75;16.31;    1831
SN2007af;uvw1;2454187.78;16.35;    1832
SN2007af;uvw1;2454188.78;16.61;    1833
SN2007af;uvw1;2454189.92;16.70;    1834
SN2007af;uvw1;2454191.77;16.89;    1835
SN2007af;uvw1;2454192.94;17.06;    1836
SN2007af;uvw1;2454193.52;17.12;    1837
SN2007af;uvw1;2454196.31;17.37;    1838
SN2007af;uvw1;2454196.77;17.38;    1839
SN2007af;uvw1;2454200.61;17.75;    1840
SN2007af;uvw1;2454202.93;17.88;    1841
SN2007af;uvw1;2454204.95;18.16;    1842
SN2007af;uvw1;2454207.03;18.10;    1843
SN2007af;uvw1;2454209.27;18.12;    1844
SN2007af;uvw1;2454212.30;18.27;    1845
SN2007af;uvw1;2454214.23;18.36;    1846
SN2007af;uvw1;2454215.81;18.61;    1847
SN2007af;uvw1;2454217.79;18.65;    1848
SN2007af;uvw1;2454220.32;18.61;    1849
SN2007af;uvw1;2454224.00;18.85;    1850
SN2007af;uvw1;2454226.17;18.92;    1851
SN2007af;uvw1;2454228.33;19.12;    1852
SN2007af;uvw1;2454231.96;19.08;    1853
SN2007af;uvw1;2454238.43;18.95;    1854
SN2007af;uvw1;2454241.46;19.10;    1855
SN2007af;uvw1;2454244.92;19.51;    1856
SN2007af;uvw1;2454251.82;19.35;    1857
SN2007af;uvw1;2454258.75;19.78;    1858
SN2007af;uvw1;2454269.09;19.92;    1859
SN2007af;uvw1;2454272.94;19.78;    1860
SN2007af;uvw1;2454279.77;20.07;    1861
SN2007af;uvw1;2454293.56;20.03;    1862
SN2007af;uvw1;2454309.79;20.01;    1863
SN2007af;u   ;2454162.34;15.44;    1864
SN2007af;u   ;2454165.56;13.92;    1865
SN2007af;u   ;2454170.16;13.13;    1866
SN2007af;u   ;2454171.13;13.15;    1867
SN2007af;u   ;2454172.03;13.10;    1868
SN2007af;u   ;2454172.87;13.06;    1869
SN2007af;u   ;2454173.54;13.12;    1870
SN2007af;u   ;2454177.05;13.36;    1871
SN2007af;u   ;2454178.05;13.45;    1872
SN2007af;u   ;2454179.06;13.61;    1873
SN2007af;u   ;2454180.06;13.72;    1874
SN2007af;u   ;2454181.09;13.87;    1875
SN2007af;u   ;2454181.57;13.97;    1876
SN2007af;u   ;2454182.87;14.10;    1877
SN2007af;u   ;2454183.73;14.22;    1878
SN2007af;u   ;2454184.98;14.38;    1879
SN2007af;u   ;2454185.88;14.47;    1880
SN2007af;u   ;2454186.75;14.62;    1881
SN2007af;u   ;2454187.78;14.74;    1882
SN2007af;u   ;2454188.79;14.90;    1883
SN2007af;u   ;2454189.93;15.09;    1884
SN2007af;u   ;2454191.77;15.34;    1885
SN2007af;u   ;2454192.94;15.45;    1886
SN2007af;u   ;2454193.52;15.54;    1887
SN2007af;u   ;2454196.32;15.88;    1888
SN2007af;u   ;2454196.77;15.90;    1889
SN2007af;u   ;2454200.61;16.26;    1890
SN2007af;u   ;2454202.93;16.36;    1891
SN2007af;u   ;2454204.95;16.54;    1892
SN2007af;u   ;2454207.03;16.63;    1893
SN2007af;u   ;2454209.27;16.72;    1894
SN2007af;u   ;2454212.30;16.91;    1895
SN2007af;u   ;2454214.23;16.95;    1896
SN2007af;u   ;2454215.81;17.03;    1897
SN2007af;u   ;2454217.79;17.03;    1898
SN2007af;u   ;2454220.32;17.11;    1899
SN2007af;u   ;2454224.00;17.16;    1900
SN2007af;u   ;2454226.18;17.17;    1901
SN2007af;u   ;2454228.30;17.16;    1902
SN2007af;u   ;2454231.97;17.34;    1903
SN2007af;u   ;2454238.44;17.50;    1904
SN2007af;u   ;2454241.46;17.86;    1905
SN2007af;u   ;2454244.92;17.65;    1906
SN2007af;u   ;2454251.82;17.96;    1907
SN2007af;u   ;2454258.75;18.09;    1908
SN2007af;u   ;2454269.09;18.27;    1909
SN2007af;u   ;2454272.94;18.47;    1910
SN2007af;u   ;2454279.77;18.68;    1911
SN2007af;u   ;2454309.79;19.67;    1912
SN2007af;b   ;2454162.35;15.11;    1913
SN2007af;b   ;2454165.56;14.13;    1914
SN2007af;b   ;2454170.16;13.43;    1915
SN2007af;b   ;2454171.13;13.38;    1916
SN2007af;b   ;2454172.03;13.33;    1917
SN2007af;b   ;2454172.87;13.29;    1918
SN2007af;b   ;2454173.54;13.32;    1919
SN2007af;b   ;2454177.05;13.32;    1920
SN2007af;b   ;2454178.06;13.37;    1921
SN2007af;b   ;2454179.06;13.44;    1922
SN2007af;b   ;2454180.06;13.49;    1923
SN2007af;b   ;2454181.09;13.57;    1924
SN2007af;b   ;2454181.57;13.63;    1925
SN2007af;b   ;2454182.87;13.75;    1926
SN2007af;b   ;2454183.73;13.84;    1927
SN2007af;b   ;2454184.98;13.97;    1928
SN2007af;b   ;2454185.88;14.04;    1929
SN2007af;b   ;2454186.75;14.18;    1930
SN2007af;b   ;2454187.78;14.30;    1931
SN2007af;b   ;2454188.79;14.41;    1932
SN2007af;b   ;2454189.93;14.56;    1933
SN2007af;b   ;2454191.77;14.80;    1934
SN2007af;b   ;2454192.94;14.90;    1935
SN2007af;b   ;2454193.52;14.98;    1936
SN2007af;b   ;2454196.32;15.27;    1937
SN2007af;b   ;2454196.77;15.30;    1938
SN2007af;b   ;2454200.61;15.63;    1939
SN2007af;b   ;2454202.93;15.82;    1940
SN2007af;b   ;2454204.95;15.99;    1941
SN2007af;b   ;2454207.03;16.09;    1942
SN2007af;b   ;2454209.27;16.17;    1943
SN2007af;b   ;2454212.30;16.34;    1944
SN2007af;b   ;2454214.23;16.37;    1945
SN2007af;b   ;2454215.82;16.52;    1946
SN2007af;b   ;2454217.79;16.49;    1947
SN2007af;b   ;2454220.32;16.50;    1948
SN2007af;b   ;2454224.00;16.59;    1949
SN2007af;b   ;2454226.18;16.62;    1950
SN2007af;b   ;2454228.30;16.71;    1951
SN2007af;b   ;2454231.97;16.73;    1952
SN2007af;b   ;2454238.44;16.81;    1953
SN2007af;b   ;2454241.46;17.05;    1954
SN2007af;b   ;2454244.92;16.89;    1955
SN2007af;b   ;2454251.82;17.03;    1956
SN2007af;b   ;2454258.75;17.18;    1957
SN2007af;b   ;2454269.09;17.28;    1958
SN2007af;b   ;2454272.94;17.27;    1959
SN2007af;b   ;2454279.77;17.40;    1960
SN2007af;b   ;2454309.79;17.92;    1961
SN2007af;v   ;2454162.36;15.04;    1962
SN2007af;v   ;2454165.57;14.17;    1963
SN2007af;v   ;2454170.16;13.46;    1964
SN2007af;v   ;2454171.13;13.44;    1965
SN2007af;v   ;2454172.04;13.34;    1966
SN2007af;v   ;2454172.87;13.32;    1967
SN2007af;v   ;2454173.54;13.28;    1968
SN2007af;v   ;2454177.06;13.24;    1969
SN2007af;v   ;2454178.06;13.27;    1970
SN2007af;v   ;2454179.06;13.25;    1971
SN2007af;v   ;2454180.07;13.26;    1972
SN2007af;v   ;2454181.10;13.30;    1973
SN2007af;v   ;2454181.57;13.34;    1974
SN2007af;v   ;2454182.87;13.40;    1975
SN2007af;v   ;2454183.74;13.42;    1976
SN2007af;v   ;2454184.98;13.47;    1977
SN2007af;v   ;2454185.88;13.57;    1978
SN2007af;v   ;2454186.75;13.62;    1979
SN2007af;v   ;2454187.79;13.66;    1980
SN2007af;v   ;2454188.79;13.72;    1981
SN2007af;v   ;2454189.93;13.84;    1982
SN2007af;v   ;2454191.70;13.90;    1983
SN2007af;v   ;2454192.95;13.98;    1984
SN2007af;v   ;2454193.53;14.01;    1985
SN2007af;v   ;2454196.32;14.18;    1986
SN2007af;v   ;2454196.77;14.20;    1987
SN2007af;v   ;2454200.61;14.43;    1988
SN2007af;v   ;2454202.94;14.61;    1989
SN2007af;v   ;2454204.95;14.71;    1990
SN2007af;v   ;2454207.03;14.91;    1991
SN2007af;v   ;2454209.28;15.01;    1992
SN2007af;v   ;2454212.30;15.18;    1993
SN2007af;v   ;2454214.24;15.24;    1994
SN2007af;v   ;2454215.82;15.32;    1995
SN2007af;v   ;2454217.79;15.37;    1996
SN2007af;v   ;2454220.33;15.49;    1997
SN2007af;v   ;2454224.00;15.58;    1998
SN2007af;v   ;2454226.18;15.71;    1999
SN2007af;v   ;2454228.30;15.68;    2000
SN2007af;v   ;2454231.97;15.80;    2001
SN2007af;v   ;2454238.44;15.99;    2002
SN2007af;v   ;2454241.46;16.02;    2003
SN2007af;v   ;2454244.92;16.16;    2004
SN2007af;v   ;2454251.82;16.36;    2005
SN2007af;v   ;2454258.75;16.47;    2006
SN2007af;v   ;2454269.09;16.76;    2007
SN2007af;v   ;2454272.94;16.91;    2008
SN2007af;v   ;2454279.77;17.06;    2009
SN2007af;v   ;2454309.80;17.75;    2010
SN2007bm;uvw2;2454217.31;18.69;    2011
SN2007bm;uvw2;2454221.12;18.27;    2012
SN2007bm;uvw2;2454223.60;18.21;    2013
SN2007bm;uvw2;2454228.91;18.52;    2014
SN2007bm;uvm2;2454217.32;20.01;    2015
SN2007bm;uvm2;2454221.12;20.03;    2016
SN2007bm;uvm2;2454223.61;19.86;    2017
SN2007bm;uvm2;2454228.91;20.09;    2018
SN2007bm;uvw1;2454217.31;17.03;    2019
SN2007bm;uvw1;2454221.11;16.68;    2020
SN2007bm;uvw1;2454223.60;16.71;    2021
SN2007bm;uvw1;2454228.91;17.11;    2022
SN2007bm;u   ;2454217.31;15.15;    2023
SN2007bm;u   ;2454221.11;14.82;    2024
SN2007bm;u   ;2454223.60;14.81;    2025
SN2007bm;u   ;2454228.91;15.24;    2026
SN2007co;uvw2;2454261.62;20.40;    2027
SN2007co;uvw2;2454264.33;20.71;    2028
SN2007co;uvw2;2454265.94;20.13;    2029
SN2007co;uvw2;2454268.13;20.31;    2030
SN2007co;uvw2;2454272.33;20.83;    2031
SN2007co;uvw2;2454274.15;20.69;    2032
SN2007co;uvw2;2454276.00;20.86;    2033
SN2007co;uvw2;2454278.34;20.84;    2034
SN2007co;uvm2;2454261.59;20.42;    2035
SN2007co;uvm2;2454264.33;20.36;    2036
SN2007co;uvm2;2454265.94;20.42;    2037
SN2007co;uvm2;2454268.08;19.94;    2038
SN2007co;uvm2;2454272.33;20.50;    2039
SN2007co;uvm2;2454274.16;20.23;    2040
SN2007co;uvm2;2454276.01;20.56;    2041
SN2007co;uvm2;2454278.34;20.49;    2042
SN2007co;uvw1;2454261.62;18.85;    2043
SN2007co;uvw1;2454264.32;18.83;    2044
SN2007co;uvw1;2454265.94;18.92;    2045
SN2007co;uvw1;2454268.13;18.81;    2046
SN2007co;uvw1;2454272.32;19.32;    2047
SN2007co;uvw1;2454274.15;19.36;    2048
SN2007co;uvw1;2454275.99;19.87;    2049
SN2007co;uvw1;2454278.33;20.09;    2050
SN2007co;uvw1;2454281.88;20.54;    2051
SN2007co;uvw1;2454289.82;20.77;    2052
SN2007co;u   ;2454261.62;17.05;    2053
SN2007co;u   ;2454264.32;16.99;    2054
SN2007co;u   ;2454265.94;17.06;    2055
SN2007co;u   ;2454268.13;17.32;    2056
SN2007co;u   ;2454272.32;17.78;    2057
SN2007co;u   ;2454274.15;17.98;    2058
SN2007co;u   ;2454276.00;18.19;    2059
SN2007co;u   ;2454278.33;18.47;    2060
SN2007co;u   ;2454281.88;19.09;    2061
SN2007co;u   ;2454289.89;19.61;    2062
SN2007co;b   ;2454261.62;16.98;    2063
SN2007co;b   ;2454264.33;16.84;    2064
SN2007co;b   ;2454265.94;16.92;    2065
SN2007co;b   ;2454268.13;16.96;    2066
SN2007co;b   ;2454272.33;17.21;    2067
SN2007co;b   ;2454274.15;17.41;    2068
SN2007co;b   ;2454276.00;17.51;    2069
SN2007co;b   ;2454278.34;17.78;    2070
SN2007co;b   ;2454281.88;18.35;    2071
SN2007co;b   ;2454289.89;19.19;    2072
SN2007co;v   ;2454261.59;16.95;    2073
SN2007co;v   ;2454264.33;16.74;    2074
SN2007co;v   ;2454265.94;16.72;    2075
SN2007co;v   ;2454268.07;16.72;    2076
SN2007co;v   ;2454272.33;16.90;    2077
SN2007co;v   ;2454274.16;16.91;    2078
SN2007co;v   ;2454276.01;17.03;    2079
SN2007co;v   ;2454278.34;17.20;    2080
SN2007co;v   ;2454281.88;17.45;    2081
SN2007co;v   ;2454289.89;17.91;    2082
SN2007cq;uvw2;2454277.29;18.57;    2083
SN2007cq;uvw2;2454277.36;18.62;    2084
SN2007cq;uvw2;2454279.24;18.62;    2085
SN2007cq;uvw2;2454280.88;18.82;    2086
SN2007cq;uvw2;2454283.59;18.95;    2087
SN2007cq;uvw2;2454284.65;19.08;    2088
SN2007cq;uvw2;2454289.27;19.60;    2089
SN2007cq;uvw2;2454290.94;19.51;    2090
SN2007cq;uvw2;2454302.12;20.59;    2091
SN2007cq;uvm2;2454277.30;18.62;    2092
SN2007cq;uvm2;2454277.37;18.53;    2093
SN2007cq;uvm2;2454279.24;18.66;    2094
SN2007cq;uvm2;2454281.15;18.50;    2095
SN2007cq;uvm2;2454283.59;19.02;    2096
SN2007cq;uvm2;2454284.65;19.22;    2097
SN2007cq;uvm2;2454289.27;19.97;    2098
SN2007cq;uvm2;2454290.94;19.71;    2099
SN2007cq;uvm2;2454302.12;20.14;    2100
SN2007cq;uvw1;2454277.31;17.46;    2101
SN2007cq;uvw1;2454277.39;17.65;    2102
SN2007cq;uvw1;2454279.23;17.67;    2103
SN2007cq;uvw1;2454280.87;17.64;    2104
SN2007cq;uvw1;2454283.59;17.90;    2105
SN2007cq;uvw1;2454284.64;17.93;    2106
SN2007cq;uvw1;2454289.26;18.45;    2107
SN2007cq;uvw1;2454290.93;18.73;    2108
SN2007cq;uvw1;2454293.23;18.99;    2109
SN2007cq;uvw1;2454295.44;19.31;    2110
SN2007cq;uvw1;2454296.96;19.48;    2111
SN2007cq;uvw1;2454302.11;19.95;    2112
SN2007cq;u   ;2454277.29;16.10;    2113
SN2007cq;u   ;2454277.36;16.11;    2114
SN2007cq;u   ;2454279.23;16.12;    2115
SN2007cq;u   ;2454280.87;16.20;    2116
SN2007cq;u   ;2454283.59;16.46;    2117
SN2007cq;u   ;2454284.65;16.44;    2118
SN2007cq;u   ;2454289.26;17.05;    2119
SN2007cq;u   ;2454290.93;17.22;    2120
SN2007cq;u   ;2454293.23;17.47;    2121
SN2007cq;u   ;2454295.44;17.72;    2122
SN2007cq;u   ;2454296.96;18.01;    2123
SN2007cq;u   ;2454302.12;18.66;    2124
SN2007cq;b   ;2454277.29;16.25;    2125
SN2007cq;b   ;2454277.36;16.36;    2126
SN2007cq;b   ;2454279.23;16.31;    2127
SN2007cq;b   ;2454280.87;16.25;    2128
SN2007cq;b   ;2454283.59;16.34;    2129
SN2007cq;b   ;2454284.65;16.33;    2130
SN2007cq;b   ;2454289.26;16.67;    2131
SN2007cq;b   ;2454290.94;16.79;    2132
SN2007cq;b   ;2454293.23;17.01;    2133
SN2007cq;b   ;2454295.44;17.27;    2134
SN2007cq;b   ;2454296.96;17.47;    2135
SN2007cq;b   ;2454302.12;18.13;    2136
SN2007cq;v   ;2454277.30;16.37;    2137
SN2007cq;v   ;2454277.36;16.43;    2138
SN2007cq;v   ;2454279.24;16.23;    2139
SN2007cq;v   ;2454281.15;16.20;    2140
SN2007cq;v   ;2454283.59;16.13;    2141
SN2007cq;v   ;2454284.65;16.21;    2142
SN2007cq;v   ;2454289.27;16.39;    2143
SN2007cq;v   ;2454290.94;16.50;    2144
SN2007cq;v   ;2454293.23;16.61;    2145
SN2007cq;v   ;2454295.44;16.76;    2146
SN2007cq;v   ;2454296.96;16.75;    2147
SN2007cq;v   ;2454302.12;17.34;    2148
SN2007cv;uvw2;2454282.28;19.85;    2149
SN2007cv;uvw2;2454284.28;19.23;    2150
SN2007cv;uvw2;2454285.59;18.70;    2151
SN2007cv;uvw2;2454287.63;18.49;    2152
SN2007cv;uvw2;2454289.41;18.29;    2153
SN2007cv;uvw2;2454291.55;18.59;    2154
SN2007cv;uvw2;2454296.40;19.16;    2155
SN2007cv;uvw2;2454297.51;19.00;    2156
SN2007cv;uvw2;2454298.64;19.16;    2157
SN2007cv;uvw2;2454299.58;19.02;    2158
SN2007cv;uvw2;2454301.58;19.20;    2159
SN2007cv;uvw2;2454303.60;19.55;    2160
SN2007cv;uvw2;2454305.60;20.31;    2161
SN2007cv;uvw2;2454308.62;20.56;    2162
SN2007cv;uvw2;2454312.10;20.05;    2163
SN2007cv;uvw2;2454314.61;20.67;    2164
SN2007cv;uvm2;2454282.28;20.45;    2165
SN2007cv;uvm2;2454284.29;20.39;    2166
SN2007cv;uvm2;2454285.59;20.36;    2167
SN2007cv;uvm2;2454287.64;20.31;    2168
SN2007cv;uvm2;2454289.41;19.88;    2169
SN2007cv;uvm2;2454291.55;19.78;    2170
SN2007cv;uvm2;2454292.98;19.69;    2171
SN2007cv;uvm2;2454298.64;19.70;    2172
SN2007cv;uvm2;2454299.58;19.56;    2173
SN2007cv;uvm2;2454301.59;20.10;    2174
SN2007cv;uvm2;2454305.61;20.17;    2175
SN2007cv;uvw1;2454282.26;18.27;    2176
SN2007cv;uvw1;2454284.27;17.49;    2177
SN2007cv;uvw1;2454285.58;17.12;    2178
SN2007cv;uvw1;2454287.63;16.92;    2179
SN2007cv;uvw1;2454289.40;16.80;    2180
SN2007cv;uvw1;2454291.54;16.95;    2181
SN2007cv;uvw1;2454294.16;17.24;    2182
SN2007cv;uvw1;2454296.40;17.50;    2183
SN2007cv;uvw1;2454297.50;17.67;    2184
SN2007cv;uvw1;2454299.57;17.84;    2185
SN2007cv;uvw1;2454301.58;18.05;    2186
SN2007cv;uvw1;2454303.59;18.36;    2187
SN2007cv;uvw1;2454305.60;18.88;    2188
SN2007cv;uvw1;2454308.62;19.15;    2189
SN2007cv;uvw1;2454312.11;19.21;    2190
SN2007cv;uvw1;2454314.61;19.65;    2191
SN2007cv;u   ;2454282.27;16.32;    2192
SN2007cv;u   ;2454284.28;15.65;    2193
SN2007cv;u   ;2454285.58;15.30;    2194
SN2007cv;u   ;2454287.63;15.06;    2195
SN2007cv;u   ;2454289.40;15.07;    2196
SN2007cv;u   ;2454291.54;15.18;    2197
SN2007cv;u   ;2454294.16;15.48;    2198
SN2007cv;u   ;2454296.40;15.77;    2199
SN2007cv;u   ;2454297.50;15.94;    2200
SN2007cv;u   ;2454299.58;16.25;    2201
SN2007cv;u   ;2454301.58;16.65;    2202
SN2007cv;u   ;2454303.59;16.97;    2203
SN2007cv;u   ;2454305.60;17.18;    2204
SN2007cv;u   ;2454308.63;17.74;    2205
SN2007cv;u   ;2454312.11;18.03;    2206
SN2007cv;u   ;2454314.61;18.41;    2207
SN2007cv;b   ;2454282.27;16.41;    2208
SN2007cv;b   ;2454284.28;15.93;    2209
SN2007cv;b   ;2454285.59;15.63;    2210
SN2007cv;b   ;2454287.63;15.40;    2211
SN2007cv;b   ;2454289.40;15.30;    2212
SN2007cv;b   ;2454291.54;15.32;    2213
SN2007cv;b   ;2454294.17;15.38;    2214
SN2007cv;b   ;2454296.40;15.58;    2215
SN2007cv;b   ;2454297.51;15.69;    2216
SN2007cv;b   ;2454299.58;15.95;    2217
SN2007cv;b   ;2454301.58;16.23;    2218
SN2007cv;b   ;2454303.59;16.58;    2219
SN2007cv;b   ;2454305.60;16.87;    2220
SN2007cv;b   ;2454308.63;17.25;    2221
SN2007cv;b   ;2454312.11;17.63;    2222
SN2007cv;b   ;2454314.61;17.88;    2223
SN2007cv;b   ;2454317.86;18.04;    2224
SN2007cv;b   ;2454320.84;18.32;    2225
SN2007cv;v   ;2454282.28;16.30;    2226
SN2007cv;v   ;2454284.29;15.86;    2227
SN2007cv;v   ;2454285.59;15.64;    2228
SN2007cv;v   ;2454287.63;15.42;    2229
SN2007cv;v   ;2454289.41;15.26;    2230
SN2007cv;v   ;2454291.55;15.18;    2231
SN2007cv;v   ;2454294.17;15.22;    2232
SN2007cv;v   ;2454297.48;15.35;    2233
SN2007cv;v   ;2454299.58;15.50;    2234
SN2007cv;v   ;2454301.59;15.59;    2235
SN2007cv;v   ;2454305.61;15.96;    2236
SN2007cv;v   ;2454308.62;16.15;    2237
SN2007cv;v   ;2454312.11;16.39;    2238
SN2007cv;v   ;2454314.61;16.70;    2239
SN2007cv;v   ;2454317.85;16.96;    2240
SN2007cv;v   ;2454320.83;17.17;    2241